🌹XPB主页🌹,#genre#
江门综合,https://gd.luzong.cc.cd/jmzh

北京卫视,http://129.211.14.102:25000/btime.php?id=bjws&token=www.9kds.com
北京卫视4K,http://129.211.14.102:25000/btime.php?id=bjws4k&token=www.9kds.com
北京文艺,http://129.211.14.102:25000/btime.php?id=btvwy&token=www.9kds.com
北京影视,http://129.211.14.102:25000/btime.php?id=btvys&token=www.9kds.com
北京纪实科教,http://129.211.14.102:25000/btime.php?id=btvkj&token=www.9kds.com
北京财经,http://129.211.14.102:25000/btime.php?id=btvcj&token=www.9kds.com
北京新闻,http://129.211.14.102:25000/btime.php?id=btvxw&token=www.9kds.com
北京生活,http://129.211.14.102:25000/btime.php?id=btvsh&token=www.9kds.com
北京体育休闲,http://129.211.14.102:25000/btime.php?id=bjjs&token=www.9kds.com
北京卡酷少儿,http://129.211.14.102:25000/btime.php?id=kaku&token=www.9kds.com
汕头综合频道,http://129.211.14.102:25000/gdst.php?id=st1&token=www.9kds.com
汕头经济生活,http://129.211.14.102:25000/gdst.php?id=st2&token=www.9kds.com
抖音直播：http://129.211.14.102:25000/douyin.php?id=替换ID&token=www.9kds.com
安徽卫视,http://129.211.14.102:25000/ahtv.php?id=ahwssx&token=www.9kds.com
安徽经济生活,http://129.211.14.102:25000/ahtv.php?id=jjshtv&token=www.9kds.com
安徽影视频道,http://129.211.14.102:25000/ahtv.php?id=ystv&token=www.9kds.com
安徽公共频道,http://129.211.14.102:25000/ahtv.php?id=ggtv&token=www.9kds.com
安徽农业科教,http://129.211.14.102:25000/ahtv.php?id=nykjtv&token=www.9kds.com
安徽综艺体育,http://129.211.14.102:25000/ahtv.php?id=zytytv&token=www.9kds.com
安徽国际频道,http://129.211.14.102:25000/ahtv.php?id=gjtv&token=www.9kds.com
1905电影网环球经典,http://129.211.14.102:25000/1905.php?t=1&id=LIVE8J4LTCXPI7QJ5_261&token=www.9kds.com
1905电影网流金岁月,http://129.211.14.102:25000/1905.php?t=1&id=LIVEOYY31H24H48NE&token=www.9kds.com

听说稳定,#genre#
C1,http://222.85.198.92:8000/hls/1/index.m3u8
C2,http://222.85.198.92:8000/hls/2/index.m3u8
C3,http://222.85.198.92:8000/hls/3/index.m3u8
C4,http://222.85.198.92:8000/hls/4/index.m3u8
C5,http://222.85.198.92:8000/hls/5/index.m3u8
C6,http://222.85.198.92:8000/hls/6/index.m3u8
C7,http://222.85.198.92:8000/hls/7/index.m3u8
C8,http://222.85.198.92:8000/hls/8/index.m3u8
C9,http://222.89.29.232:808/hls/9/index.m3u8
C10,http://222.85.198.92:8000/hls/9/index.m3u8
C11,http://222.85.198.92:8000/hls/10/index.m3u8
C12,http://222.85.198.92:8000/hls/11/index.m3u8
C13,http://222.85.198.92:8000/hls/12/index.m3u8
C14,http://222.85.198.92:8000/hls/13/index.m3u8
C15,http://222.85.198.92:8000/hls/14/index.m3u8
C17,http://222.85.198.92:8000/hls/15/index.m3u8
北京,http://222.85.198.92:8000/hls/29/index.m3u8
湖南,http://222.85.198.92:8000/hls/17/index.m3u8
四川,http://222.85.198.92:8000/hls/46/index.m3u8
河南,http://222.85.198.92:8000/hls/27/index.m3u8
安徽,http://222.85.198.92:8000/hls/20/index.m3u8
贵州,http://222.85.198.92:8000/hls/16/index.m3u8
江苏,http://222.85.198.92:8000/hls/19/index.m3u8
浙江,http://222.85.198.92:8000/hls/18/index.m3u8
山东,http://222.85.198.92:8000/hls/43/index.m3u8
云南,http://222.85.198.92:8000/hls/35/index.m3u8
江西,http://222.85.198.92:8000/hls/44/index.m3u8
龙江,http://222.85.198.92:8000/hls/45/index.m3u8
C1,https://php.jdshipin.com:2096/TVOD/iptv.php?id=cctv1
C2,https://php.jdshipin.com:2096/TVOD/iptv.php?id=cctv2
C3,https://php.jdshipin.com:2096/TVOD/iptv.php?id=cctv3
C4,https://php.jdshipin.com:2096/TVOD/iptv.php?id=cctv4
C5,https://php.jdshipin.com:2096/TVOD/iptv.php?id=cctv5
C5+,https://php.jdshipin.com:2096/TVOD/iptv.php?id=cctv5p
C6,https://php.jdshipin.com:2096/TVOD/iptv.php?id=cctv6
C7,https://php.jdshipin.com:2096/TVOD/iptv.php?id=cctv7
C8,https://php.jdshipin.com:2096/TVOD/iptv.php?id=cctv8
C9,https://php.jdshipin.com:2096/TVOD/iptv.php?id=cctv9
C10,https://php.jdshipin.com:2096/TVOD/iptv.php?id=cctv10
C11,https://php.jdshipin.com:2096/TVOD/iptv.php?id=cctv11
C12,https://php.jdshipin.com:2096/TVOD/iptv.php?id=cctv12
C13,https://php.jdshipin.com:2096/TVOD/iptv.php?id=cctv13
C14,https://php.jdshipin.com:2096/TVOD/iptv.php?id=cctv14
C15,https://php.jdshipin.com:2096/TVOD/iptv.php?id=cctv15
C16,https://php.jdshipin.com:2096/TVOD/iptv.php?id=cctv16
C17,https://php.jdshipin.com:2096/TVOD/iptv.php?id=cctv17
重温经典,https://cdn13.178.indevs.in/163189/21d79187db6e9793
五星体育,https://cdn15.163189.xyz/163189/9c893bb003e1c7de
CHC家庭,https://cdn13.178.indevs.in/163189/adafdc2e9ef83fe0
CHC动作,https://cdn13.178.indevs.in/163189/32a810b251717bd0
广州综合,https://cdn13.178.indevs.in/163189/b13471c5de99d1c7
广州新闻,https://cdn13.178.indevs.in/163189/609602b1e1048784
南国都市,https://cdn15.163189.xyz/163189/90871926591ebcb
经典电影,https://cdn12.178.indevs.in/163189/61b8ea35ffce4630
医工广东,#genre#
浙江卫视4K,http://iptv.cqshushu.com/iptvs.php?id=zjws4k&token=3aa8a15a20c5cf9d85d843a72070e45a
广东卫视,http://iptv.cqshushu.com/gdtv.php?id=gdws&token=3aa8a15a20c5cf9d85d843a72070e45a
广东珠江,http://iptv.cqshushu.com/gdtv.php?id=gdzj&token=3aa8a15a20c5cf9d85d843a72070e45a
广东体育,http://iptv.cqshushu.com/gdtv.php?id=gdty&token=3aa8a15a20c5cf9d85d843a72070e45a
大湾区卫视,http://iptv.cqshushu.com/gdtv.php?id=dwqws1&token=3aa8a15a20c5cf9d85d843a72070e45a
大湾区卫视(海外),http://iptv.cqshushu.com/gdtv.php?id=dwqws2&token=3aa8a15a20c5cf9d85d843a72070e45a
广东影视,http://iptv.cqshushu.com/gdtv.php?id=gdys&token=3aa8a15a20c5cf9d85d843a72070e45a
广东4K,http://iptv.cqshushu.com/gdtv.php?id=gd4k&token=3aa8a15a20c5cf9d85d843a72070e45a
岭南戏曲,http://iptv.cqshushu.com/gdtv.php?id=lnxq&token=3aa8a15a20c5cf9d85d843a72070e45a
广东民生,http://iptv.cqshushu.com/gdtv.php?id=gdms&token=3aa8a15a20c5cf9d85d843a72070e45a
广东新闻,http://iptv.cqshushu.com/gdtv.php?id=gdxw&token=3aa8a15a20c5cf9d85d843a72070e45a
广东移动,http://iptv.cqshushu.com/gdtv.php?id=gdyd&token=3aa8a15a20c5cf9d85d843a72070e45a
广东少儿,http://iptv.cqshushu.com/gdtv.php?id=gdse&token=3aa8a15a20c5cf9d85d843a72070e45a
嘉佳卡通,http://iptv.cqshushu.com/gdtv.php?id=jjkt&token=3aa8a15a20c5cf9d85d843a72070e45a
广州综合,http://iptv.cqshushu.com/gddf.php?id=gzzh&token=3aa8a15a20c5cf9d85d843a72070e45a
广州新闻,http://iptv.cqshushu.com/gddf.php?id=gzxw&token=3aa8a15a20c5cf9d85d843a72070e45a
广州法治,http://iptv.cqshushu.com/gddf.php?id=gzfz&token=3aa8a15a20c5cf9d85d843a72070e45a
4K南国都市,http://iptv.cqshushu.com/gddf.php?id=ngds&token=3aa8a15a20c5cf9d85d843a72070e45a
番禺综合,http://iptv.cqshushu.com/gddf.php?id=pyzh&token=3aa8a15a20c5cf9d85d843a72070e45a
深圳卫视4K,http://iptv.cqshushu.com/gddf.php?id=szws4k&token=3aa8a15a20c5cf9d85d843a72070e45a
深圳卫视4K,http://iptv.cqshushu.com/gddf.php?id=szws4k2&token=3aa8a15a20c5cf9d85d843a72070e45a
深圳卫视,http://iptv.cqshushu.com/gddf.php?id=szws&token=3aa8a15a20c5cf9d85d843a72070e45a
深圳都市,http://iptv.cqshushu.com/gddf.php?id=szds&token=3aa8a15a20c5cf9d85d843a72070e45a
深圳都市,http://iptv.cqshushu.com/gddf.php?id=szds2&token=3aa8a15a20c5cf9d85d843a72070e45a
深圳电视剧,http://iptv.cqshushu.com/gddf.php?id=szdsj&token=3aa8a15a20c5cf9d85d843a72070e45a
深圳财经,http://iptv.cqshushu.com/gddf.php?id=szcj&token=3aa8a15a20c5cf9d85d843a72070e45a
深圳少儿,http://iptv.cqshushu.com/gddf.php?id=szse&token=3aa8a15a20c5cf9d85d843a72070e45a
深圳移动,http://iptv.cqshushu.com/gddf.php?id=szyd&token=3aa8a15a20c5cf9d85d843a72070e45a
深圳宜和购物,http://iptv.cqshushu.com/gddf.php?id=szyhgw&token=3aa8a15a20c5cf9d85d843a72070e45a
深圳国际,http://iptv.cqshushu.com/gddf.php?id=szgj&token=3aa8a15a20c5cf9d85d843a72070e45a
东莞综合,http://iptv.cqshushu.com/gddf.php?id=dgzh&token=3aa8a15a20c5cf9d85d843a72070e45a
东莞生活,http://iptv.cqshushu.com/gddf.php?id=dgsh&token=3aa8a15a20c5cf9d85d843a72070e45a
江门综合,http://iptv.cqshushu.com/gddf.php?id=jmzh&token=3aa8a15a20c5cf9d85d843a72070e45a
中山综合,http://iptv.cqshushu.com/gddf.php?id=zszh&token=3aa8a15a20c5cf9d85d843a72070e45a
云浮综合,http://iptv.cqshushu.com/gddf.php?id=yfzh&token=3aa8a15a20c5cf9d85d843a72070e45a
云浮文旅,http://iptv.cqshushu.com/gddf.php?id=yfwl&token=3aa8a15a20c5cf9d85d843a72070e45a
湛江综合,http://iptv.cqshushu.com/gddf.php?id=zjzh&token=3aa8a15a20c5cf9d85d843a72070e45a
湛江公共,http://iptv.cqshushu.com/gddf.php?id=zjgg&token=3aa8a15a20c5cf9d85d843a72070e45a
丰顺综合,http://iptv.cqshushu.com/gddf.php?id=fszh&token=3aa8a15a20c5cf9d85d843a72070e45a
五华综合,http://iptv.cqshushu.com/gddf.php?id=whzh&token=3aa8a15a20c5cf9d85d843a72070e45a
汕头综合,http://iptv.cqshushu.com/gddf.php?id=stzh&token=3aa8a15a20c5cf9d85d843a72070e45a
汕头生活,http://iptv.cqshushu.com/gddf.php?id=stsh&token=3aa8a15a20c5cf9d85d843a72070e45a
汕尾综合,http://iptv.cqshushu.com/gddf.php?id=swzh&token=3aa8a15a20c5cf9d85d843a72070e45a
汕尾生活,http://iptv.cqshushu.com/gddf.php?id=swsh&token=3aa8a15a20c5cf9d85d843a72070e45a
潮州综合,http://iptv.cqshushu.com/gddf.php?id=czzh&token=3aa8a15a20c5cf9d85d843a72070e45a
潮州民生,http://iptv.cqshushu.com/gddf.php?id=czms&token=3aa8a15a20c5cf9d85d843a72070e45a
揭阳综合,http://iptv.cqshushu.com/gddf.php?id=jytv1&token=3aa8a15a20c5cf9d85d843a72070e45a
揭阳生活,http://iptv.cqshushu.com/gddf.php?id=jytv2&token=3aa8a15a20c5cf9d85d843a72070e45a
河源综合,http://iptv.cqshushu.com/gddf.php?id=hyzh&token=3aa8a15a20c5cf9d85d843a72070e45a
河源生活,http://iptv.cqshushu.com/gddf.php?id=hysh&token=3aa8a15a20c5cf9d85d843a72070e45a
韶关综合,http://iptv.cqshushu.com/gddf.php?id=sgzh&token=3aa8a15a20c5cf9d85d843a72070e45a
阳江1,http://iptv.cqshushu.com/gddf.php?id=yjtv1&token=3aa8a15a20c5cf9d85d843a72070e45a
阳江2,http://iptv.cqshushu.com/gddf.php?id=yjtv2&token=3aa8a15a20c5cf9d85d843a72070e45a
清远综合,http://iptv.cqshushu.com/gddf.php?id=qyzh&token=3aa8a15a20c5cf9d85d843a72070e45a
肇庆综合,http://iptv.cqshushu.com/gddf.php?id=zqzh&token=3aa8a15a20c5cf9d85d843a72070e45a
肇庆生活,http://iptv.cqshushu.com/gddf.php?id=zqsh&token=3aa8a15a20c5cf9d85d843a72070e45a
怀集综合,http://iptv.cqshushu.com/gddf.php?id=hjzh&token=3aa8a15a20c5cf9d85d843a72070e45a

医工其他,#genre#
凤凰中文,http://iptv.cqshushu.com/gddf.php?id=fhzw&token=3aa8a15a20c5cf9d85d843a72070e45a
凤凰资讯,http://iptv.cqshushu.com/gddf.php?id=fhzx&token=3aa8a15a20c5cf9d85d843a72070e45a
凤凰香港,http://iptv.cqshushu.com/gddf.php?id=fhhk&token=3aa8a15a20c5cf9d85d843a72070e45a
纬来体育,http://iptv.cqshushu.com/wltv.php?id=wlty&token=3aa8a15a20c5cf9d85d843a72070e45a

医工央视,#genre#
CCTV1,http://113.241.133.180:85/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://58.240.101.157:9003/hls/1/index.m3u8
CCTV1,http://171.116.254.184:9003/hls/1/index.m3u8
CCTV1,http://1.197.204.20:85/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://101.204.85.200:85/tsfile/live/faacts/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://125.43.241.91:9901/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://42.238.239.75:9901/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://42.238.239.75:85/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://182.207.218.25:999/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://113.241.133.180:85/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://110.178.210.196:9003/hls/2/index.m3u8
CCTV2,http://58.240.101.157:9003/hls/2/index.m3u8
CCTV2,http://171.116.254.184:9003/hls/2/index.m3u8
CCTV2,http://1.197.204.20:85/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://101.204.85.200:85/tsfile/live/faacts/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://125.43.241.91:9901/tsfile/live/1008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://42.238.239.75:9901/tsfile/live/1008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://42.238.239.75:85/tsfile/live/1008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://182.207.218.25:999/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3,http://113.241.133.180:85/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3,http://58.240.101.157:9003/hls/3/index.m3u8
CCTV3,http://171.116.254.184:9003/hls/3/index.m3u8
CCTV3,http://1.197.204.20:85/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3,http://101.204.85.200:85/tsfile/live/faacts/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3,http://125.43.241.91:9901/tsfile/live/1009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3,http://42.238.239.75:9901/tsfile/live/1009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3,http://42.238.239.75:85/tsfile/live/1009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3,http://182.207.218.25:999/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4,http://113.241.133.180:85/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4,http://110.178.210.196:9003/hls/4/index.m3u8
CCTV4,http://58.240.101.157:9003/hls/4/index.m3u8
CCTV4,http://171.116.254.184:9003/hls/4/index.m3u8
CCTV4,http://1.197.204.20:85/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4,http://101.204.85.200:85/tsfile/live/faacts/0004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4,http://125.43.241.91:9901/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4,http://42.238.239.75:9901/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4,http://42.238.239.75:85/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4,http://182.207.218.25:999/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5,http://113.241.133.180:85/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5+,http://113.241.133.180:85/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5+,http://110.178.210.196:9003/hls/6/index.m3u8
CCTV5,http://58.240.101.157:9003/hls/5/index.m3u8
CCTV5,http://171.116.254.184:9003/hls/5/index.m3u8
CCTV5+,http://171.116.254.184:9003/hls/6/index.m3u8
CCTV5,http://1.197.204.20:85/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5+,http://1.197.204.20:85/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5,http://101.204.85.200:85/tsfile/live/faacts/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5+,http://101.204.85.200:85/tsfile/live/faacts/0016_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5,http://125.43.241.91:9901/tsfile/live/1010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5,http://42.238.239.75:9901/tsfile/live/1010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5,http://42.238.239.75:85/tsfile/live/1010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5,http://182.207.218.25:999/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5+,http://182.207.218.25:999/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6,http://113.241.133.180:85/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6,http://110.178.210.196:9003/hls/7/index.m3u8
CCTV6,http://58.240.101.157:9003/hls/6/index.m3u8
CCTV6,http://171.116.254.184:9003/hls/7/index.m3u8
CCTV6,http://1.197.204.20:85/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6,http://101.204.85.200:85/tsfile/live/faacts/0006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6,http://125.43.241.91:9901/tsfile/live/1011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6,http://42.238.239.75:9901/tsfile/live/1011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6,http://42.238.239.75:85/tsfile/live/1011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6,http://182.207.218.25:999/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV7,http://113.241.133.180:85/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV7,http://58.240.101.157:9003/hls/7/index.m3u8
CCTV7,http://171.116.254.184:9003/hls/8/index.m3u8
